codigo_puesto_unico,zona_codigo,puesto_codigo,nombre_puesto_dashboard,nombre_puesto_base,nombres_puesto_base_variantes,nombre_puesto_ideca,nombre_sitio,localidad_codigo,localidad,direccion,latitud,longitud,estado_geocodificacion,fuente_geografica,templo_principal,total_testigos,lideres_activos,beneficiarios_mesas_trabajo,referidos_activos_lideres,lideres_ref_0,lideres_ref_1_5,lideres_ref_6_9,lideres_ref_10_mas,pct_lideres_activos,pct_beneficiarios_mesas_trabajo,numero_puesto_ideca
160010807,08,07,Colegio Distrital San José,COLEGIO DISTRITAL SAN JOSE IED SEDE A,COLEGIO DISTRITAL SAN JOSE IED SEDE A,Colegio Distrital San José,Colegio Distrital San José - Sede A,08,Kennedy,"CLL 42 A Sur # 79 D – 37 /
CRA 79 D # 42 A - 67 Sur",4.621250330000009,-74.16282961299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,23,21,7,187,4,3,3,11,91.3,30.4,7
160010808,08,08,Colegio Distrital Los Periodistas,LOS PERIODISTAS,LOS PERIODISTAS,Colegio Distrital Los Periodistas,Los Periodistas,08,Kennedy,CLL 41 C Sur # 78 H - 85,4.617388221999988,-74.15832380900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,9,8,5,82,1,2,3,2,88.9,55.6,8
160010809,08,09,Colegio Distrital República de Finlandia,CARLOS ARTURO TORRES,CARLOS ARTURO TORRES,Colegio Distrital República de Finlandia,Carlos Arturo Torres,08,Kennedy,TRV 72 B # 44 C - 19 Sur,4.599650128999997,-74.14635852100002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,17,17,5,84,7,5,1,4,100.0,29.4,9
160010810,08,10,Colegio Distrital La Chucua,LA CHUCUA,LA CHUCUA,Colegio Distrital La Chucua,La Chucua,08,Kennedy,CRA 72 I # 42 F - 54 Sur,4.603639944000008,-74.148547893,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,11,11,6,95,2,1,2,6,100.0,54.5,10
160010811,08,11,Colegio Distrital Alfonso López,COLEGIO ALFONSO LOPEZ PUMAREJO,COLEGIO ALFONSO LOPEZ PUMAREJO,Colegio Distrital Alfonso López,Colegio Alfonso López Pumarejo,08,Kennedy,"CRA 72 G # 39 - 99 Sur / 
CLL 39 B Sur # 72 G - 62",4.608288408000021,-74.14384351000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,29,26,9,221,5,8,4,9,89.7,31.0,11
160010812,08,12,Colegio Distrital Francisco Miranda,FRANCISCO MIRANDA,FRANCISCO MIRANDA,Colegio Distrital Francisco Miranda,Francisco Miranda,08,Kennedy,DIAG 41 Sur # 73 A - 80,4.612588857999981,-74.15445626299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,15,13,7,115,0,5,2,6,86.7,46.7,12
160010813,08,13,Colegio Distrital Las Américas - Sede A,LAS AMERICAS SEDE A,LAS AMERICAS SEDE A,Colegio Distrital Las Américas - Sede A,Las Américas Sede A,08,Kennedy,"CRA 73 C Bis # 38 C - 84 Sur / 
CLL 38C Sur # 73A - 93",4.616765260000022,-74.15062750200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,17,17,6,103,3,5,4,5,100.0,35.3,13
160010814,08,14,Colegio Distrital Tom Adams,COLEGIO TOM ADAMS,COLEGIO TOM ADAMS,Colegio Distrital Tom Adams,Colegio Tom Adams,08,Kennedy,CLL 40 J Sur # 78 - 08,4.61828804999999,-74.15564540499997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,8,8,3,68,1,0,4,3,100.0,37.5,14
160010815,08,15,Colegio Distrital Jhon F. Kennedy,JOHN F. KENNEDY,JOHN F. KENNEDY,Colegio Distrital Jhon F. Kennedy,John F. Kennedy,08,Kennedy,CRA 74 B # 38 A - 35 Sur,4.619573276999972,-74.150254045,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,5,5,3,32,0,1,3,1,100.0,60.0,15
160010816,08,16,Colegio Distrital El Japón,EL JAPON,EL JAPON,Colegio Distrital El Japón,El Japón,08,Kennedy,CRA 78 G # 38 C - 11 Sur,4.6216975520000005,-74.15351731200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,11,10,4,93,3,1,0,6,90.9,36.4,16
160010817,08,17,Polideportivo Cayetano Cañizares,POLIDEPORTIVO CAYETANO CAÑIZARES,POLIDEPORTIVO CAYETANO CAÑIZARES,Polideportivo Cayetano Cañizares,Polideportivo Cayetano Cañizares,08,Kennedy,CRA 80 # 39 A - 55 Sur,4.625627870000017,-74.16032958800002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,25,25,13,423,2,3,4,16,100.0,52.0,17
160010818,08,18,Colegio Distrital La Amistad - Sede B,EL SAUCEDAL,EL SAUCEDAL,Colegio Distrital La Amistad - Sede B,El Saucedal,08,Kennedy,CRA 83 # 38 B - 12 Sur,4.633038829999975,-74.16282556700003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,5,5,4,166,0,1,3,1,100.0,80.0,18
160010819,08,19,Colegio Distrital Manuel Zapata Olivella,COLEGIO DISTRITAL MANUEL ZAPATA OLIVELLA,COLEGIO DISTRITAL MANUEL ZAPATA OLIVELLA,Colegio Distrital Manuel Zapata Olivella,Colegio Distrital Manuel Zapata Olivella,08,Kennedy,CLL 1 Bis Sur # 87 - 84,4.640644361,-74.15996042199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,19,15,5,191,4,4,3,4,78.9,26.3,19
160010820,08,20,Colegio Distrital INEM Francisco de Paula Santander -Sede B,FRANCISCO JOSE DE CALDAS - INEM SEDE B,FRANCISCO JOSE DE CALDAS - INEM SEDE B,Colegio Distrital INEM Francisco de Paula Santander -Sede B,Francisco Jose de Caldas - INEM Sede B,08,Kennedy,CLL 35 C Sur # 78 N - 10,4.626545716999999,-74.15317527799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,7,7,3,70,2,1,1,3,100.0,42.9,20
160010821,08,21,Colegio Privado C.E.L.C.O. San Lucas,COLEGIO C.E.L.C.O. SAN LUCAS,COLEGIO C.E.L.C.O. SAN LUCAS,Colegio Privado C.E.L.C.O. San Lucas,Colegio C.E.L.C.O. San Lucas,08,Kennedy,"CLL 35 A Sur # 78 I - 21/
CRA 78 F # 35 C - 63 Sur ",4.625141868000014,-74.15123482400003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,6,6,2,123,4,1,0,1,100.0,33.3,21
160010822,08,22,Colegio Próspero Pinzón,PROSPERO PINZON,PROSPERO PINZON,Colegio Próspero Pinzón,Próspero Pinzón,08,Kennedy,CLL 35 C Sur #78 F - 81,4.624321242999997,-74.15109253999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,9,8,5,76,1,2,1,4,88.9,55.6,22
160010823,08,23,Colegio Distrital La Amistad,COLEGIO LA AMISTAD,COLEGIO LA AMISTAD,Colegio Distrital La Amistad,Colegio La Amistad,08,Kennedy,CRA 78 # 35 - 30 Sur,4.623422549999987,-74.14812764599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,11,10,2,300,3,1,2,4,90.9,18.2,23
160010824,08,24,Colegio Distrital Los Héroes,LOS HEROES,LOS HEROES,Colegio Distrital Los Héroes,Los Héroes,08,Kennedy,CLL 35 B Sur # 73 A - 40 Int 1,4.6205408270000135,-74.14522563600002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,8,8,3,56,4,0,2,2,100.0,37.5,24
160010825,08,25,Colegio Distrital OEA,COLEGIO OEA,COLEGIO OEA,Colegio Distrital OEA,Colegio OEA,08,Kennedy,CRA 72 L # 34 - 19 Sur,4.618158634999986,-74.14145868399999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,31,31,16,414,2,10,4,15,100.0,51.6,25
160010826,08,26,Salón Comunal Floralia,FLORALIA,FLORALIA,Salón Comunal Floralia,Floralia,08,Kennedy,TRV 68 C # 31 - 26 Sur,4.608704879000015,-74.13231108999997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,11,10,1,58,4,2,2,2,90.9,9.1,26
160010827,08,27,Colegio Distrital Antonia Santos,CARVAJAL II SEDE ANTONIA SANTOS I,CARVAJAL II SEDE ANTONIA SANTOS I,Colegio Distrital Antonia Santos,Carvajal II - Sede Antonia Santos I,08,Kennedy,CLL 25 Sur # 69 C - 34,4.615321065999979,-74.13547167799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,7,7,2,235,3,1,1,2,100.0,28.6,27
160010828,08,28,Salón Comunal Villa Adriana,VILLA ADRIANA,VILLA ADRIANA,Salón Comunal Villa Adriana,Villa Adriana,08,Kennedy,CLL 20 Sur # 68 D - 36,4.612923953000006,-74.12908471200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,GALAN,5,5,2,41,1,1,0,3,100.0,40.0,28
160010829,08,29,Colegio Superior Americano,SUPERIOR AMERICANO,SUPERIOR AMERICANO,Colegio Superior Americano,Superior Americano,08,Kennedy,CRA 71 C # 3 A - 41,4.626186378999989,-74.13590567900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,14,12,3,168,3,5,0,4,85.7,21.4,29
160010830,08,30,Colegio Distrital La Floresta Sur - Sede 1,LA FLORESTA SUR,LA FLORESTA SUR,Colegio Distrital La Floresta Sur - Sede 1,La Floresta Sur,08,Kennedy,CRA 68 B Bis # 1 - 09 Sur,4.620795857000019,-74.12744374300001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,GALAN,16,16,0,99,3,4,3,6,100.0,0.0,30
160010831,08,31,Colegio Distrital Marsella,MARSELLA,MARSELLA,Colegio Distrital Marsella,Marsella,08,Kennedy,CRA 69 # 7 - 90,4.632151288999978,-74.12731736500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,GALAN,12,12,3,55,2,4,5,1,100.0,25.0,31
160010832,08,32,Salón Comunal Aloha,ALOHA,ALOHA,Salón Comunal Aloha,Aloha,08,Kennedy,CLL 7 A Bis # 71 A - 20,4.632901237999988,-74.13324789799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,2,2,0,26,0,0,0,2,100.0,0.0,32
160010833,08,33,Colegio Distrital Kennedy,MANDALAY - COLEGIO KENNEDY,MANDALAY - COLEGIO KENNEDY,Colegio Distrital Kennedy,Mandalay - Colegio Kennedy,08,Kennedy,CLL 5 Sur # 72 A - 69,4.62026763199998,-74.14082627699997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,29,28,16,327,4,8,4,12,96.6,55.2,33
160010834,08,34,Colegio Distrital Isabel II -  Sede B,PIO XII - SEDE COLEGIO ISABEL II,PIO XII - SEDE COLEGIO ISABEL II,Colegio Distrital Isabel II -  Sede B,Pio XII - Sede Colegio Isabel II,08,Kennedy,CRA 79 F # 6 B - 30 / CRA 79 F # 6 B - 34,4.635361165999996,-74.15182268400002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,10,8,2,66,1,1,4,2,80.0,20.0,34
160010835,08,35,Colegio Distrital Nueva Castilla,COLEGIO NUEVA CASTILLA,COLEGIO NUEVA CASTILLA,Colegio Distrital Nueva Castilla,Colegio Nueva Castilla,08,Kennedy,CRA 78 C # 8 A - 43,4.640465576999986,-74.14191583799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,13,13,4,98,3,3,2,5,100.0,30.8,35
160010836,08,36,Colegio Distrital Alfonso López Pumarejo - Sede B,VILLANUEVA,VILLANUEVA,Colegio Distrital Alfonso López Pumarejo - Sede B,Villanueva,08,Kennedy,CLL 40 B Sur # 57 - 26 / CRA 68I # 39D - 04 Sur,4.603200021000021,-74.14097588099997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,5,4,1,17,1,2,0,1,80.0,20.0,36
160010837,08,37,Colegio Distrital Patio Bonito,COL.  DISTRITAL JAIRO ANIBAL NIÑO,COL.  DISTRITAL JAIRO ANIBAL NIÑO,Colegio Distrital Patio Bonito,Col. Distrital Jairo Aníbal Niño,08,Kennedy,CRA 87 H Bis # 39 A-23 Sur / CRA 87 H Bis # 39 - 23 Sur,4.636940863999996,-74.16683628599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,27,27,8,307,4,4,5,14,100.0,29.6,37
160010838,08,38,Colegio Distrital San José de Castilla - Sede C,VISION DE COLOMBIA,VISION DE COLOMBIA,Colegio Distrital San José de Castilla - Sede C,Visión de Colombia,08,Kennedy,CRA 79 C # 13 A - 40,4.650683393000008,-74.13528233599999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FONTIBÓN,9,8,0,38,3,2,1,2,88.9,0.0,38
160010839,08,39,Salón Comunal,SALÓN COMUNAL ALMENAR,SALÓN COMUNAL ALMENAR,Salón Comunal,Salón Comunal Almenar,08,Kennedy,CRA 80 D # 48 A - 17 Sur,4.619730317999995,-74.170399481,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,12,10,7,128,0,2,3,5,83.3,58.3,39
160010840,08,40,Colegio Distrital Alquería,COLEGIO ALQUERIA,COLEGIO ALQUERIA,Colegio Distrital Alquería,Colegio Alquería,08,Kennedy,CLL 37 B Sur # 68 D - 93,4.604935279000017,-74.13617278999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA ALQUERÍA,13,11,1,53,3,4,1,3,84.6,7.7,40
160010841,08,41,Salón Comunal Boita 1 Sector,BOITA,BOITA,Salón Comunal Boita 1 Sector,Boita,08,Kennedy,CLL 48 B # 72 K - 13 Sur,4.602362910000011,-74.15258212700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,10,10,5,75,1,3,4,2,100.0,50.0,41
160010842,08,42,Col de Timiza,COL DE TIMIZA,COL DE TIMIZA,Col de Timiza,Col de Timiza,08,Kennedy,CRA 74 # 42 G - 52 Sur,4.609839341999987,-74.15855086099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,15,15,4,115,2,4,3,6,100.0,26.7,42
160010843,08,43,Colegio Distrital Hernando Durán Dussan,COL. DIS. HERNANDO DURÁN DUSSAN,COL. DIS. HERNANDO DURÁN DUSSAN,Colegio Distrital Hernando Durán Dussan,Col. Dis. Hernando Durán Dussan,08,Kennedy,CLL 42 F Sur # 88 A - 25,4.63459646199999,-74.17220865799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,20,19,12,192,1,9,2,7,95.0,60.0,43
160010844,08,44,Colegio Distrital Rodrigo de Triana - Sede B,COL. DIS. RODRIGO DE TRIANA - SEDE B,COL. DIS. RODRIGO DE TRIANA - SEDE B,Colegio Distrital Rodrigo de Triana - Sede B,Col. Dis. Rodrigo de Triana - Sede B,08,Kennedy,CRA 90 A # 39 - 12 Sur,4.640645230000018,-74.169408014,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,10,10,3,114,4,2,0,4,100.0,30.0,44
160010845,08,45,Colegio Distrital Eduardo Umaña Luna,COL. DIS. EDUARDO UMAÑA LUNA,COL. DIS. EDUARDO UMAÑA LUNA,Colegio Distrital Eduardo Umaña Luna,Col. Dis. Eduardo Umaña Luna,08,Kennedy,CRA 93 A # 42 A - 37 Sur,4.64174277799998,-74.17467597400002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,23,21,4,113,4,10,3,4,91.3,17.4,45
160010846,08,46,Colegio Privado El Castillo,LICEO EL CASTILLO,LICEO EL CASTILLO,Colegio Privado El Castillo,Liceo El Castillo,08,Kennedy,CRA 82 Bis # 7 D - 12,4.643894622999994,-74.14992682600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,6,6,3,87,0,1,1,4,100.0,50.0,46
160010847,08,47,Centro Comercial Milenio Plaza,MILENIO PLAZA,MILENIO PLAZA,Centro Comercial Milenio Plaza,Milenio Plaza,08,Kennedy,AV Ciudad de Cali # 42 B - 51 Sur / AV CRA 86 # 42 B - 51 Sur,4.630349086000024,-74.168784781,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,10,8,4,90,2,1,0,5,80.0,40.0,47
160010848,08,48,Colegio Distrital Gabriel Betancourt Mejía,COL. GABRIEL BETANCOURT MEJIA,COL. GABRIEL BETANCOURT MEJIA,Colegio Distrital Gabriel Betancourt Mejía,Col. Gabriel Betancourt Mejia,08,Kennedy,CRA 87 A # 6 A - 23 / CRA 88 # 6 A - 28,4.644541435999997,-74.15653033799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,44,38,15,256,9,12,6,11,86.4,34.1,48
160010849,08,49,Salón Comunal María Paz,MARIA PAZ,MARIA PAZ,Salón Comunal María Paz,María Paz,08,Kennedy,CLL 5 A Sur # 82 - 63 / CLL 5 A Sur # 82 - 01,4.636868681999999,-74.15796743599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,9,9,3,39,3,3,1,2,100.0,33.3,49
160010850,08,50,Colegio Disitrital Nelson Mandela,COLEGIO NELSON MANDELA,COLEGIO NELSON MANDELA,Colegio Disitrital Nelson Mandela,Colegio Nelson Mandela,08,Kennedy,CRA 91 # 43 - 98 Sur / CRA 90 A # 46 - 50 Sur,4.635853713000017,-74.177909682,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,27,27,15,296,2,8,3,14,100.0,55.6,50
160010851,08,51,Colegio Distrital Gustavo Rojas Pinilla,COLEGIO GUSTAVO ROJAS PINILLA,COLEGIO GUSTAVO ROJAS PINILLA,Colegio Distrital Gustavo Rojas Pinilla,Colegio Gustavo Rojas Pinilla,08,Kennedy,CLL 11 B # 80 B - 61 / CLL 11 B # 80 C - 10,4.648509084000011,-74.14064983399999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,12,12,8,179,1,2,0,9,100.0,66.7,51
160010852,08,52,Colegio Distrital Class - Sede B,COLEGIO CLASS I D E SEDE B ROMA,COLEGIO CLASS I D E SEDE B ROMA,Colegio Distrital Class - Sede B,Colegio Class I.E.D. Sede B,08,Kennedy,CLL 56 A Sur # 78 A - 20,4.608893255999988,-74.17120200699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,33,29,18,279,3,12,5,9,87.9,54.5,52
160010853,08,53,Salón Comunal El Ruby II Sector,GEMA,GEMA,Salón Comunal El Ruby II Sector,Gema,08,Kennedy,"CLL 58 B Sur # 78 K - 21 /
CLL 58 C Sur # 78 K - 21",4.6075258289999965,-74.17686551899999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,4,3,2,66,0,0,0,3,75.0,50.0,53
160010854,08,54,Colegio Distrital Villa Rica - Sede B,COL. DISTRITAL VILLA RICA - SEDE B,COL. DISTRITAL VILLA RICA - SEDE B,Colegio Distrital Villa Rica - Sede B,Col. Dis. Villa Rica - sede B,08,Kennedy,CLL 49 Sur # 78 - 35,4.6114376419999985,-74.16641358300001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,14,13,7,133,2,4,2,5,92.9,50.0,54
160010855,08,55,Colegio Distrital Jaime Garzón,COLEGIO JAIME GARZON,COLEGIO JAIME GARZON,Colegio Distrital Jaime Garzón,Colegio Jaime Garzón,08,Kennedy,TRV 85 A # 49 - 45 Sur,4.625827935000018,-74.17558464799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,28,28,13,279,3,9,5,11,100.0,46.4,55
160010856,08,56,Colegio Distrital Debora Arango Pérez,COLEGIO DEBORA ARANGO,COLEGIO DEBORA ARANGO,Colegio Distrital Debora Arango Pérez,Colegio Debora Arango,08,Kennedy,CRA 84 A # 57 B - 04 Sur / CRA 84 A # 57 B - 22 Sur,4.617969587999994,-74.18313506300001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,10,8,1,62,1,4,1,2,80.0,10.0,56
160010857,08,57,Colegio Distrital Cafam Bellavista,COL. DIS. CAFAM BELLAVISTA,COL. DIS. CAFAM BELLAVISTA,Colegio Distrital Cafam Bellavista,Col. Dis.Cafam Bellavista,08,Kennedy,CLL 40 Sur # 94 C - 50,4.645385854999972,-74.172542018,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,61,59,13,334,16,22,8,13,96.7,21.3,57
160010858,08,58,Colegio Distrital Saludcoop Sur,COL. DIST SALUDCOOP SUR,COL. DIST SALUDCOOP SUR,Colegio Distrital Saludcoop Sur,Col. Dis. Saludcoop Sur,08,Kennedy,CRA 89 # 26 - 03 Sur / CRA 89 # 26 - 01 Sur,4.642366605999996,-74.16378937100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,20,16,3,229,2,3,4,7,80.0,15.0,58
160010859,08,59,Colegio Distrital Manuel Cepeda Vargas,MANUEL CEPEDA,MANUEL CEPEDA,Colegio Distrital Manuel Cepeda Vargas,Manuel Cepeda,08,Kennedy,CLL 56 Sur # 81 - 26,4.616530013999977,-74.17766230299998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY CLASS ROMA,29,27,16,323,0,9,3,15,93.1,55.2,59
160010860,08,60,Centro Comercial El Edén,CENTRO COMERCIAL EL EDEN,CENTRO COMERCIAL EL EDEN,Centro Comercial El Edén,Centro Comercial El Edén,08,Kennedy,CRA 72 # 12 B - 48,4.646525628000006,-74.12914780900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,25,20,10,224,2,6,3,9,80.0,40.0,60
160010861,08,61,Salón Comunal Urbanización Villa Andrea,SANTA MARIA DE KENNEDY,SANTA MARIA DE KENNEDY,Salón Comunal Urbanización Villa Andrea,Santa Maria de Kennedy,08,Kennedy,CLL 51 C Sur # 82 A - 09,4.622501831000022,-74.17647344400001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,15,14,11,296,1,3,1,9,93.3,73.3,61
160010862,08,62,Colegio Distrital Paulo VI Sede A,COLEGIO PAULO VI SEDE A,COLEGIO PAULO VI SEDE A,Colegio Distrital Paulo VI Sede A,Colegio Paulo VI Sede A,08,Kennedy,CRA 78 N # 41 - 17/ 21 Sur / CRA 78 P # 41 - 20 Sur,4.620888029000014,-74.158028828,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,4,4,1,50,0,0,2,2,100.0,25.0,62
160010863,08,63,Centro de Desarrollo Comunitario Kennedy,CENTRO DE DESARROLLO COMUNITARIO KENNEDY,CENTRO DE DESARROLLO COMUNITARIO KENNEDY,Centro de Desarrollo Comunitario Kennedy,Centro Desarrollo Comunitario Kennedy,08,Kennedy,"CRA 80 # 43 - 43 Sur /
AV CRA 80 # 43 - 43 Sur",4.62090271400001,-74.166610752,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,37,35,18,415,4,12,5,14,94.6,48.6,63
160010864,08,64,Colegio Distrital Rodrigo Triana Sede A (Paraiso),COLEGIO RODRIGO DE TRIANA,COLEGIO RODRIGO DE TRIANA,Colegio Distrital Rodrigo Triana Sede A (Paraiso),Colegio Rodrigo Triana,08,Kennedy,"CLL 38 B Sur # 89 - 81 /
CLL 38 Sur # 89 - 81",4.640010211999993,-74.16738579000003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,22,19,7,130,10,2,2,5,86.4,31.8,64
160010865,08,65,Colegio Distrital Darío Echandía,COLEGIO DARIO ECHANDIA,COLEGIO DARIO ECHANDIA,Colegio Distrital Darío Echandía,Colegio Darío Echandía,08,Kennedy,CLL 5 A Sur # 88 B - 08,4.642173000000014,-74.161696,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,11,11,1,128,6,1,2,2,100.0,9.1,65
160010866,08,66,Colegio Gimnasio Moderno San Francisco El Tintal,SAN FRANCISCO EN EL TINTAL,SAN FRANCISCO EN EL TINTAL,Colegio Gimnasio Moderno San Francisco El Tintal,San Francisco en el Tintal,08,Kennedy,CLL 6 D # 90 - 51,4.6499929990000055,-74.15821,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,15,14,4,120,3,7,1,3,93.3,26.7,66
160010867,08,67,Centro Comercial Ciudad Tintal,CENTRO COMERCIAL CIUDAD TINTAL,CENTRO COMERCIAL CIUDAD TINTAL,Centro Comercial Ciudad Tintal,Centro Comercial Ciudad Tintal,08,Kennedy,"CRA 94 # 6 C - 30 /
CRA 93 # 6 B - 50",4.652774050999994,-74.15974955799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,3,3,0,8,1,2,0,0,100.0,0.0,67
160010868,08,68,Universidad Uniagustiniana,UNIVERSIDAD UNIAGUSTINIANA,UNIVERSIDAD UNIAGUSTINIANA,Universidad Uniagustiniana,Universidad Uniagustiniana,08,Kennedy,"AV Ciudad de Cali # 11 B - 95  /
CLL 11 A # 86 - 66 ",4.6533950620000155,-74.145146539,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,PATIO BONITO,12,11,4,75,2,4,2,3,91.7,33.3,68
160010869,08,69,Colegio Distrital San José de Castilla - Sede A,SAN JOSE DE CASTILLA SEDE A,SAN JOSE DE CASTILLA SEDE A,Colegio Distrital San José de Castilla - Sede A,San Jose de Castilla Sede A,08,Kennedy,"CLL 7 C # 78 F - 20 /
CRA 78 F # 7 D - 03",4.6383089999999925,-74.14384000000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,6,6,3,46,0,3,1,2,100.0,50.0,69
160010870,08,70,Colegio Fe y Alegría,COLEGIO FE Y ALEGRIA,COLEGIO FE Y ALEGRIA,Colegio Fe y Alegría,Colegio Fe y Alegría,08,Kennedy,TRV 78 C # 6 D - 49,4.635105999000018,-74.14605599999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,6,6,3,61,1,1,2,2,100.0,50.0,70
160010871,08,71,Colegio Privado Jean Piaget,COLEGIO JEAN PIAGET,COLEGIO JEAN PIAGET,Colegio Privado Jean Piaget,Colegio Jean Piaget,08,Kennedy,CLL 2B # 70 - 22,4.624596075999989,-74.13168347700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,CARVAJAL,5,5,2,29,2,1,0,2,100.0,40.0,71
160010872,08,72,Colegio Distrital San Pedro Claver Sede A,COLEGIO SAN PEDRO CLAVER SEDE A,COLEGIO SAN PEDRO CLAVER SEDE A,Colegio Distrital San Pedro Claver Sede A,Colegio San Pedro Claver Sede A,08,Kennedy,CRA 79C # 41B - 51 Sur,4.622000000000014,-74.16109999999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,KENNEDY,15,15,7,183,0,3,4,8,100.0,46.7,72
