codigo_puesto_unico,zona_codigo,puesto_codigo,nombre_puesto_dashboard,nombre_puesto_base,nombres_puesto_base_variantes,nombre_puesto_ideca,nombre_sitio,localidad_codigo,localidad,direccion,latitud,longitud,estado_geocodificacion,fuente_geografica,templo_principal,total_testigos,lideres_activos,beneficiarios_mesas_trabajo,referidos_activos_lideres,lideres_ref_0,lideres_ref_1_5,lideres_ref_6_9,lideres_ref_10_mas,pct_lideres_activos,pct_beneficiarios_mesas_trabajo,numero_puesto_ideca
160011053,10,53,Colegio Distrital Simón Bolívar Sede A,PRIMAVERA,PRIMAVERA,Colegio Distrital Simón Bolívar Sede A,Primavera,10,Engativá,CRA 92 # 87 A - 60,4.711138631999972,-74.10000221600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,10,10,0,155,3,2,2,3,100.0,0.0,53
160011054,10,54,Colegio Distrital Rodolfo Llinas,BOLIVIA,BOLIVIA,Colegio Distrital Rodolfo Llinas,Bolivia,10,Engativá,CRA 103 D # 86 A - 72,4.719820000000027,-74.108315,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,9,9,0,47,4,1,1,3,100.0,0.0,54
160011055,10,55,Costado Almacén Éxito de Occidente,GRAN GRANADA,GRAN GRANADA,Costado Almacén Éxito de Occidente,Gran Granada,10,Engativá,"CRA 114 A # 78 B -85 /
AV CRA 114 # 78 B - 80",4.72099436000002,-74.12272130999997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,20,19,6,164,3,6,3,7,95.0,30.0,55
160011056,10,56,Colegio Distrital Charry,EL CEDRO,EL CEDRO,Colegio Distrital Charry,El Cedro,10,Engativá,"CRA 109 A # 77 A - 16 /
CRA 108 # 77 - 21 ",4.713626999999974,-74.120159,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,9,8,1,68,0,0,6,2,88.9,11.1,56
160011057,10,57,Colegio Colsubsidio Torquigua,TORQUIGUA,TORQUIGUA,Colegio Colsubsidio Torquigua,Torquigua,10,Engativá,CLL 64 # 128 - 50,4.721749836000015,-74.143409534,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,18,16,4,57,4,8,2,2,88.9,22.2,57
160011058,10,58,Colegio Distrital Tomás Cipriano de Mosquera,ALMAZAN ENGATIVA,ALMAZAN ENGATIVA,Colegio Distrital Tomás Cipriano de Mosquera,ALMAZAN - Engativá,10,Engativá,TRV 113 # 66 - 95,4.708199999999977,-74.1345,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,44,41,12,265,10,14,8,9,93.2,27.3,58
160011059,10,59,Centro Comercial Unicentro de Occidente,UNICENTRO DE OCCIDENTE,UNICENTRO DE OCCIDENTE,Centro Comercial Unicentro de Occidente,Unicentro de Occidente,10,Engativá,CRA 111 C # 86 - 05,4.7229813239999885,-74.11353947200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,20,20,8,175,2,5,3,10,100.0,40.0,59
160011060,10,60,Salón Comunal Álamos,SALON COMUNAL ALAMOS,SALON COMUNAL ALAMOS,Salón Comunal Álamos,Salón Comunal Álamos,10,Engativá,"CLL 66 A # 97 - 64 /
CLL 66 A # 97 A - 34 
",4.696324618000006,-74.11943141799998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,6,5,2,87,0,3,0,2,83.3,33.3,60
160011062,10,62,Salón Comunal Barrio La Clarita,LA CLARITA,LA CLARITA,Salón Comunal Barrio La Clarita,La Clarita,10,Engativá,CRA 83 # 70 - 15,4.692167207000011,-74.10575419499997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,11,11,2,72,3,3,1,4,100.0,18.2,62
160011063,10,63,Centro Educativo Scalas,CENTRO EDUCATIVO SCALAS,CENTRO EDUCATIVO SCALAS,Centro Educativo Scalas,Centro Educativo Scalas,10,Engativá,CRA 82 # 68 B - 09,4.690014812000015,-74.10620783600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,5,5,2,54,0,2,1,2,100.0,40.0,63
160011064,10,64,Colegio Distrital Naciones Unidas Sede B,NACIONES UNIDAS SEDE B,NACIONES UNIDAS SEDE B,Colegio Distrital Naciones Unidas Sede B,Naciones Unidas Sede B,10,Engativá,CLL 73 A # 69 J - 10,4.684366278000027,-74.08858585000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,35,34,8,393,4,12,6,12,97.1,22.9,64
160011065,10,65,Colegio Adventista del Norte,COLEGIO NORTE ADVENTISTA,COLEGIO NORTE ADVENTISTA,Colegio Adventista del Norte,Colegio Norte Adventista,10,Engativá,CRA 70 G # 71 - 04,4.6837435030000165,-74.09436381400002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,5,5,2,35,0,2,2,1,100.0,40.0,65
160011066,10,66,Colegio Distrital Nestor Forero Alcala Sede B,ALCALA SEDE B,ALCALA SEDE B,Colegio Distrital Nestor Forero Alcala Sede B,Alcalá Sede B,10,Engativá,DIAG 70 # 70 - 40,4.681993064999972,-74.09316965900001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,2,2,1,26,0,0,0,2,100.0,50.0,66
160011067,10,67,Centro Comercial Diverplaza,DIVERPLAZA,DIVERPLAZA,Centro Comercial Diverplaza,Diverplaza,10,Engativá,"TRV 99 Bis # 70A - 89 / 
AV CRA 96 # 70A - 89",4.700140998999984,-74.11511200000001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,33,30,6,290,7,7,2,14,90.9,18.2,67
160011068,10,68,Colegio Margarita Bosco,MARGARITA BOSCO,MARGARITA BOSCO,Colegio Margarita Bosco,Margarita Bosco,10,Engativá,AV CLL 63 # 73 A - 44,4.676707798999985,-74.10595588500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,15,15,10,264,3,4,3,5,100.0,66.7,68
160011069,10,69,Colegio Pedagógico del Espíritu Santo,COLEGIO COPES,COLEGIO COPES,Colegio Pedagógico del Espíritu Santo,Colegio COPES,10,Engativá,"CLL 72 # 102 - 23 / 
AV CLL 72 # 102 - 23",4.704984207999985,-74.11810399400002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,9,7,4,200,0,2,1,4,77.8,44.4,69
160011070,10,70,Colegio Distrital San José Norte Sede B,SOLEDAD NORTE,SOLEDAD NORTE,Colegio Distrital San José Norte Sede B,Soledad Norte ,10,Engativá,"CRA 83 # 73 A - 80 / 
CLL 74 # 82 - 37",4.696039770000027,-74.10230600199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,12,10,2,110,0,4,2,4,83.3,16.7,70
160011072,10,72,Colegio Distrital Jorge Gaitán Sede B,PARIS GAITAN,PARIS GAITAN,Colegio Distrital Jorge Gaitán Sede B,Paris Gaitán,10,Engativá,CRA 84 # 83 - 71,4.704805792000002,-74.09788414100001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,6,6,2,64,1,2,2,1,100.0,33.3,72
160011073,10,73,Colegio Distrital La Palestina Sede A - Centro de Estudios del Niño,LA PALESTINA,LA PALESTINA,Colegio Distrital La Palestina Sede A - Centro de Estudios del Niño,La Palestina,10,Engativá,CRA 76 # 79 - 40,4.69715964300002,-74.09355299600003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,11,9,1,66,0,3,3,3,81.8,9.1,73
160011074,10,74,Salón Comunal de Villaluz,EL ENCANTO,EL ENCANTO,Salón Comunal de Villaluz,El Encanto,10,Engativá,CRA 77 A # 64 B - 03,4.681729464,-74.10735812799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,6,5,0,32,0,4,0,1,83.3,0.0,74
160011076,10,76,Salón Comunal Protecho Villa Amalia,SALON COMUNAL PROTECHO VILLA AMALIA,SALON COMUNAL PROTECHO VILLA AMALIA,Salón Comunal Protecho Villa Amalia,Salón Comunal Protecho Villa Amalia,10,Engativá,AV CLL 72 # 110 - 13,4.710606313000028,-74.125176388,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,9,9,3,72,1,3,2,3,100.0,33.3,76
160011077,10,77,Colegio Privado Centro Lestonac Compañía de María,COLEGIO LESTONAC,COLEGIO LESTONAC,Colegio Privado Centro Lestonac Compañía de María,Colegio Lestonac,10,Engativá,CRA 87 A # 84 A - 81,4.708032957,-74.09906523500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,8,6,2,33,2,0,3,1,75.0,25.0,77
160011078,10,78,Colegio Distrital Fe y Alegría,COMUNIDAD COLEGIO FE Y ALEGRIA,COMUNIDAD COLEGIO FE Y ALEGRIA,Colegio Distrital Fe y Alegría,Comunidad Colegio Fe y Alegría,10,Engativá,CRA 105 A # 74 A - 15,4.708199284999978,-74.11897248999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,2,2,1,16,1,0,0,1,100.0,50.0,78
160011079,10,79,Centro Comercial Punto 72,CENTRO COMERCIAL PUNTO 72,CENTRO COMERCIAL PUNTO 72,Centro Comercial Punto 72,Centro Comercial Punto 72,10,Engativá,CLL 72 A # 86 - 49 Parqueadero,4.696919331000004,-74.10605957899998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,11,10,0,56,1,6,1,2,90.9,0.0,79
160011080,10,80,Universidad Minuto de Dios,UNIMINUTO ESCUELA DE CONVENCIONES,UNIMINUTO ESCUELA DE CONVENCIONES,Universidad Minuto de Dios,Uniminuto Escuela de Convenciones,10,Engativá,CLL 89 # 87 A - 50,4.710749702999976,-74.09691179499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,6,6,1,33,3,0,0,3,100.0,16.7,80
160011081,10,81,Coliseo Parque San Andrés,PARQUE SAN ANDRES,PARQUE SAN ANDRES,Coliseo Parque San Andrés,Parque San Andrés ,10,Engativá,CLL 82 # 100 A - 91,4.713394112000003,-74.11002009999999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,19,17,4,70,2,11,1,3,89.5,21.1,81
160011082,10,82,Salón Comunal El Verdum,SALON COMUNAL EL VERDUM,SALON COMUNAL EL VERDUM,Salón Comunal El Verdum,Salón Comunal El Verdum,10,Engativá,CRA 110 C # 64 D - 03,4.702437302000021,-74.131207501,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,14,14,4,60,5,4,2,3,100.0,28.6,82
160011083,10,83,Colegio Distrital General Santander Sede C,LA FAENA,LA FAENA,Colegio Distrital General Santander Sede C,La Faena,10,Engativá,CRA 122 A Bis # 69 C - 21,4.717575447999991,-74.137918834,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,13,12,3,56,5,5,1,1,92.3,23.1,83
160011084,10,84,Salón Comunal Bosques de Mariana,BOSQUES DE MARIANA,BOSQUES DE MARIANA,Salón Comunal Bosques de Mariana,Bosques de Mariana,10,Engativá,CRA 107 B Bis # 70 F - 50,4.707854483999995,-74.12430789199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,15,13,3,202,2,2,2,7,86.7,20.0,84
160011085,10,85,Centro Comercial Nuestro Bogotá,CENTRO COMERCIAL NUESTRO BOGOTA,CENTRO COMERCIAL NUESTRO BOGOTA,Centro Comercial Nuestro Bogotá,Centro Comercial Nuestro Bogotá,10,Engativá,AV CRA 86 # 55 A - 75,4.683601324999984,-74.115295935,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,26,26,4,221,5,9,4,8,100.0,15.4,85
160011086,10,86,Universidad De Ciencias Aplicadas Y Ambientales - U.D.C.A.,UNIVERSIDAD UDCA ENGATIVA,UNIVERSIDAD UDCA ENGATIVA,Universidad De Ciencias Aplicadas Y Ambientales - U.D.C.A.,Universidad UDCA,10,Engativá,AV Boyacá # 66 A - 61,4.6816679560000125,-74.099243661,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,5,5,0,27,1,2,0,2,100.0,0.0,86
160011087,10,87,Gimnasio Santa Maria del Alcazar,GIMNASIO SANTA MARIA DEL ALCAZAR,GIMNASIO SANTA MARIA DEL ALCAZAR,Gimnasio Santa Maria del Alcazar,Gimnasio Santa Maria del Alcazar,10,Engativá,CRA 79 # 64 C - 48,4.683512211999982,-74.10817359599997,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,7,6,1,84,0,1,1,4,85.7,14.3,87
160011089,10,89,Colegio Antonio Nariño Sede 2,COLEGIO ANTONIO NARIÑO SEDE 2,COLEGIO ANTONIO NARIÑO SEDE 2,Colegio Antonio Nariño Sede 2,Colegio Antonio Nariño Sede 2,10,Engativá,CLL 67 # 73 A - 15,4.682994091000012,-74.10069274900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,2,2,0,13,1,0,0,1,100.0,0.0,89
160011091,10,91,Colegio Garces Navas Sede B,COLEGIO GARCES NAVAS SEDE B,COLEGIO GARCES NAVAS SEDE B,Colegio Garces Navas Sede B,Colegio Garces Navas Sede B,10,Engativá,CRA 104 A # 77 C - 50,4.71156653700001,-74.11645031500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,2,2,0,9,0,1,1,0,100.0,0.0,91
160011092,10,92,Colegio Floridablanca (IED) Sede B,COLEGIO FLORIDABLANCA (IED) SEDE B,COLEGIO FLORIDABLANCA (IED) SEDE B,Colegio Floridablanca (IED) Sede B,Colegio Floridablanca (IED) Sede B,10,Engativá,CRA 89 # 66 A - 14,4.6915312599999766,-74.11149035199998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,2,2,0,28,0,1,0,1,100.0,0.0,92
160011093,10,93,Colegio Instituto Técnico Laureano Gomez (IED) Sede A,COL INST TEC LAUREANO GOMEZ (IED) SEDE A,COL INST TEC LAUREANO GOMEZ (IED) SEDE A,Colegio Instituto Técnico Laureano Gomez (IED) Sede A,Col. Inst Tec Laureano Gomez (IED) Sede A,10,Engativá,"CLL 90 A # 95 A - 56 /
CL 90 A # 95 D – 56",4.718003074000023,-74.10140051299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,5,4,1,16,2,1,0,1,80.0,20.0,93
160011094,10,94,Colegio Lucila Rubio de Laverde (IED),COLEGIO LUCILA RUBIO DE LAVERDE (IED),COLEGIO LUCILA RUBIO DE LAVERDE (IED),Colegio Lucila Rubio de Laverde (IED),Colegio Lucila Rubio de Laverde (IED),10,Engativá,"CLL 77B # 129 - 80 / 
DG 77 B # 129 - 80",4.724479284999973,-74.13652519200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,3,2,1,15,0,1,0,1,66.7,33.3,94
160011095,10,95,Salón Comunal Villas de Granada,SALON COMUNAL VILLAS DE GRANADA,SALON COMUNAL VILLAS DE GRANADA,Salón Comunal Villas de Granada,Salón Comunal Villas de Granada,10,Engativá,"CLL 77C # 111 - 51 / 
CL 78 # 111 - 51",4.716370333999976,-74.12123580299999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,13,12,5,67,4,4,1,3,92.3,38.5,95
160011096,10,96,Colegio Antonio Villavicencio Sede B,COLEGIO ANTONIO VILLAVICENCIO SEDE B,COLEGIO ANTONIO VILLAVICENCIO SEDE B,Colegio Antonio Villavicencio Sede B,Colegio Antonio Villavicencio Sede B,10,Engativá,CRA 113 C # 63 F - 18,4.709217100999979,-74.140342267,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ENGATIVÁ,6,5,1,6,2,3,0,0,83.3,16.7,96
160011097,10,97,Colegio Floridablanca (IED) Sede C,COLEGIO FLORIDABLANCA (IED) SEDE C,COLEGIO FLORIDABLANCA (IED) SEDE C,Colegio Floridablanca (IED) Sede C,Colegio Floridablanca (IED) Sede C,10,Engativá,"CRA 90 B # 71-12 / 
CRA 90B # 71 - 50",4.697012776000008,-74.11024990700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,4,4,0,27,1,1,1,1,100.0,0.0,97
160011098,10,98,Colegio Distrital Rodolfo Llinas (IED) Sede B,COLEGIO DISTRITAL RODOLFO LLINAS SEDE B,COLEGIO DISTRITAL RODOLFO LLINAS SEDE B,Colegio Distrital Rodolfo Llinas (IED) Sede B,Colegio Distrital Rodolfo Llinas Sede B,10,Engativá,CLL 87 # 102 - 55,4.719072116999996,-74.10704417599999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA GRANJA,1,1,0,11,0,0,0,1,100.0,0.0,98
160011101,11,01,Parque Fundacional de Suba,PARQUE FUNDACIONAL DE SUBA,PARQUE FUNDACIONAL DE SUBA,Parque Fundacional de Suba,Parque Fundacional de Suba,11,Suba,CRA 90 # 146 C - 40,4.740931545000024,-74.083335847,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – RINCÓN,27,22,4,210,6,10,0,6,81.5,14.8,1
160011102,11,02,Colegio San José de Calasanz,COLEGIO SAN JOSE DE CALASANZ,COLEGIO SAN JOSE DE CALASANZ,Colegio San José de Calasanz,Colegio San José de Calasanz,11,Suba,CLL 129 # 88B - 35,4.723030264999977,-74.08824495900001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – RINCÓN,17,16,5,156,3,6,3,4,94.1,29.4,2
160011103,11,03,Colegio Villa Elisa Sedes C y D,VILLA ELISA SEDE C - IED,VILLA ELISA SEDE C - IED,Colegio Villa Elisa Sedes C y D,Villa Elisa Sede C - IED,11,Suba,CLL 128 Bis # 93 - 80,4.722742547999985,-74.09331632599998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – RINCÓN,27,23,11,289,2,6,6,9,85.2,40.7,3
160011104,11,04,Colegio Distrital Gerardo Paredes - Sede A,GERARDO PAREDES - IED,GERARDO PAREDES - IED,Colegio Distrital Gerardo Paredes - Sede A,Gerardo Paredes - IED,11,Suba,CRA 94 C # 129 A - 04,4.725870570999973,-74.09362809100003,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – RINCÓN,62,56,18,1034,7,15,5,29,90.3,29.0,4
160011105,11,05,Colegio Distrital Alberto Lleras Camargo,ALBERTO LLERAS CAMARGO - IED,ALBERTO LLERAS CAMARGO - IED,Colegio Distrital Alberto Lleras Camargo,Alberto Lleras Camargo - IED,11,Suba,CRA 111 A # 139 - 88,4.744081446999985,-74.102119147,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – FLORES,28,27,7,343,3,3,6,15,96.4,25.0,5
160011106,11,06,Colegio Distrital Tibabuyes Universal,TIBABUYES UNIVERSAL SEDE A - IED,TIBABUYES UNIVERSAL SEDE A - IED,Colegio Distrital Tibabuyes Universal,Tibabuyes Universal Sede A - IED,11,Suba,CRA 128 A # 139 - 13,4.746231616999978,-74.11057586700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – LISBOA,13,12,1,83,2,6,1,3,92.3,7.7,6
160011107,11,07,Parque Casablanca,CASABLANCA SUBA,CASABLANCA SUBA,Parque Casablanca,Casablanca Suba,11,Suba,CLL 146 B # 78 - 51,4.738040368999975,-74.07585599499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,4,4,1,45,1,1,0,2,100.0,25.0,7
160011108,11,08,UNIAGRARIA,VILLA DEL PRADO UNIAGRARIA,VILLA DEL PRADO UNIAGRARIA,UNIAGRARIA,Villa Del Prado-Uni. Agraria,11,Suba,CLL 170 # 54 A - 10,4.7534593280000195,-74.05350403900002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,17,15,2,277,2,3,2,8,88.2,11.8,8
160011109,11,09,Colegio Distrital Anibal Fernández de Soto,PRADO PINZON,PRADO PINZON,Colegio Distrital Anibal Fernández de Soto,Prado Pinzón,11,Suba,CRA 53 # 135 - 13,4.722990696000011,-74.05738754200001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,11,11,2,126,0,4,0,7,100.0,18.2,9
160011110,11,10,Colegio Distrital Gustavo Morales Morales - Sede B,PRADO CIUDAD JARDIN,PRADO CIUDAD JARDIN,Colegio Distrital Gustavo Morales Morales - Sede B,Prado Ciudad Jardín,11,Suba,CLL 129 B # 58 B - 45,4.719289006999986,-74.06980868400001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,11,10,0,108,0,1,3,6,90.9,0.0,10
160011111,11,11,Parqueadero Centro Comercial Bulevar Niza,CENTRO COMERCIAL BULEVAR NIZA,CENTRO COMERCIAL BULEVAR NIZA,Parqueadero Centro Comercial Bulevar Niza,Centro Comercial Bulevar Niza,11,Suba,AV CLL 127 # 58 - 58,4.711594588000025,-74.07167953200002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,13,10,0,68,2,5,0,3,76.9,0.0,11
160011112,11,12,Colegio Distrital Santa Rosa - Sede A,PONTEVEDRA,PONTEVEDRA,Colegio Distrital Santa Rosa - Sede A,Pontevedra,11,Suba,CLL 102 A # 70 - 40,4.6959672489999775,-74.074017922,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,7,6,0,73,1,2,0,3,85.7,0.0,12
160011113,11,13,San Nicolás - Agustiniano Norte,SAN NICOLAS-AGUSTINIANO NORTE,SAN NICOLAS-AGUSTINIANO NORTE,San Nicolás - Agustiniano Norte,San Nicolás - Agustiniano Norte,11,Suba,CRA 70 C # 116 A - 12,4.7002913379999995,-74.07214129099998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - PRADO,1,1,0,3,0,1,0,0,100.0,0.0,13
160011114,11,14,Colegio Distrital Salitre Sede B,LA CONEJERA,LA CONEJERA,Colegio Distrital Salitre Sede B,La Conejera,11,Suba,CLL 163 # 92 - 96 / CRA 92 # 169 B - 60,4.759968361000006,-74.07711754799999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – EL PINAR,8,6,1,44,2,2,1,1,75.0,12.5,14
160011115,11,15,Colegio Distrital Prado Veraniego I - Sede A,PRADO VERANIEGO,PRADO VERANIEGO,Colegio Distrital Prado Veraniego I - Sede A,Prado Veraniego,11,Suba,CRA 46 # 130 - 65,4.717159632000005,-74.05417374199999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - PRADO,24,22,6,218,4,7,2,9,91.7,25.0,15
160011116,11,16,Colegio Distrital Prado Veraniego II - Sede B,NIZA IX,NIZA IX,Colegio Distrital Prado Veraniego II - Sede B,Niza IX,11,Suba,CRA 53 A # 128 - 51,4.713495868999985,-74.06067303499998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - PRADO,33,33,2,326,2,10,3,18,100.0,6.1,16
160011117,11,17,Parqueadero Carulla CLL 116,LA ALHAMBRA CARULLA,LA ALHAMBRA CARULLA,Parqueadero Carulla CLL 116,La Alhambra - Carulla,11,Suba,CLL 114 A # 45 - 98,4.698879248000026,-74.05748506700002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - PRADO,5,4,0,31,1,1,0,2,80.0,0.0,17
160011118,11,18,Colegio Emmanuel D'alzon,PUENTE LARGO-EMMANUEL D.ALZON,PUENTE LARGO-EMMANUEL D.ALZON,Colegio Emmanuel D'alzon,Puente Largo - Emmanuel D'alzon,11,Suba,TRV 56 # 114 - 50,4.697970569999995,-74.06724004,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,9,8,1,98,1,1,2,4,88.9,11.1,18
160011119,11,19,Colegio Instituto Técnico Distrital Julio Flórez - Sede B,FLORESTA NORTE-JULIO FLOREZ,FLORESTA NORTE-JULIO FLOREZ,Colegio Instituto Técnico Distrital Julio Flórez - Sede B,Floresta Norte - Julio Flórez,11,Suba,CRA 68 B # 94 - 12,4.687168986000017,-74.07750306999998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,2,2,1,3,1,1,0,0,100.0,50.0,19
160011120,11,20,Parqueadero los Tres Elefantes,PASADENA-LOS TRES ELEFANTES,PASADENA-LOS TRES ELEFANTES,Parqueadero los Tres Elefantes,Pasadena - Los Tres Elefantes,11,Suba,CRA 53 #102 A - 77,4.69108608099998,-74.062931483,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,FERIAS,5,5,1,43,1,1,1,2,100.0,20.0,20
160011121,11,21,Colegio Distrital Nueva Zelandia,NUEVA ZELANDIA,NUEVA ZELANDIA,Colegio Distrital Nueva Zelandia,Nueva Zelandia,11,Suba,CLL 181 # 51 A - 31,4.759085621999986,-74.04953912600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,5,5,0,126,2,0,0,3,100.0,0.0,21
160011122,11,22,Colegio Distrital El Salitre Suba - Sede C,EL SALITRE SEDE C - IED,EL SALITRE SEDE C - IED,Colegio Distrital El Salitre Suba - Sede C,El Salitre Sede C - IED,11,Suba,CRA 92 # 152 A - 52,4.749192490999974,-74.08305400500001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – EL PINAR,21,19,6,138,3,9,3,4,90.5,28.6,22
160011123,11,23,Colegio Distrital Vista Bella - Sede B,SAN CIPRIANO,SAN CIPRIANO,Colegio Distrital Vista Bella - Sede B,San Cipriano,11,Suba,"CLL 166 Bis  # 54 C - 08 / 
CLL 166 # 54 C - 08",4.748629041000015,-74.05503118600001,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,ORQUÍDEAS,7,7,0,38,1,4,1,1,100.0,0.0,23
160011124,11,24,Fundación Universitaria Luis Amigó,FUNDACION UNIVERSITARIA LUIS AMIGO,FUNDACION UNIVERSITARIA LUIS AMIGO,Fundación Universitaria Luis Amigó,Fundación Universi. Luis Amigó,11,Suba,TRV 60 # 128 A - 51,4.7165602530000115,-74.07402014000002,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,18,17,2,339,4,3,3,7,94.4,11.1,24
160011125,11,25,Colegio Distrital La Gaitana,LA GAITANA SEDE A - IED,LA GAITANA SEDE A - IED,Colegio Distrital La Gaitana,La Gaitana Sede A - IED,11,Suba,TRV 126 # 134 - 88,4.742176888000017,-74.108522317,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA – LISBOA,16,11,2,160,1,1,3,6,68.8,12.5,25
160011126,11,26,Centro Educativo Distrital Don Bosco V,DON BOSCO - IED,DON BOSCO - IED,Centro Educativo Distrital Don Bosco V,Don Bosco - IED,11,Suba,CLL 143 A # 118 - 50,4.750413598000023,-74.10748214699998,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,SUBA - FONTANAR,29,28,3,214,6,8,5,9,96.6,10.3,26
160011127,11,27,Colegio Hijas de Cristo Rey,COLEGIO HIJAS DE CRISTO REY,COLEGIO HIJAS DE CRISTO REY,Colegio Hijas de Cristo Rey,Colegio - Hijas de Cristo Rey,11,Suba,AV CLL 138 # 58 D - 50,4.7294433819999995,-74.06727899399999,geocodificado,IDECA/Catastro Bogotá - Puestos de Votación 2023,LA COLINA,19,16,2,97,3,6,1,6,84.2,10.5,27
